"","time","P","V","Pv","I","gamma_out","lambda_out"
"3460",45.6,1.36333561794486e-08,5.12873857041303e-11,1.90463566121876e-21,3.34151739783414e-25,1e-06,0.025
"3461",45.7,1.3108996326399e-08,4.93147940097661e-11,1.7611092706803e-21,3.08971281573017e-25,1e-06,0.025
"3462",45.8,1.26048041600049e-08,4.74180712220823e-11,1.62844699050863e-21,2.8569683844435e-25,1e-06,0.025
"3463",45.9,1.21200040000103e-08,4.55942993065457e-11,1.50580663572679e-21,2.64180655612904e-25,1e-06,0.025
"3464",46,1.16538500000153e-08,4.38406724606962e-11,1.39242101437119e-21,2.44288135547381e-25,1e-06,0.025
"3465",46.1,1.12056250000198e-08,4.2154492797529e-11,1.28758653456891e-21,2.25895838989561e-25,1e-06,0.025
"3466",46.2,1.07746394231008e-08,4.05331661949038e-11,1.19065553932807e-21,2.08890140064533e-25,1e-06,0.025
"3467",46.3,1.03602302145247e-08,3.89741983045886e-11,1.10103065353269e-21,1.93166234462402e-25,1e-06,0.025
"3468",46.4,9.96175982166282e-09,3.74751907148034e-11,1.01816027428173e-21,1.78627348233692e-25,1e-06,0.025
"3469",46.5,9.57861521314162e-09,3.60338372603587e-11,9.41534759832057e-22,1.65184069160622e-25,1e-06,0.025
"3470",46.6,9.21020693571719e-09,3.46479204747097e-11,8.70683085220348e-22,1.52753760009133e-25,1e-06,0.025
"3471",46.7,8.85596820742429e-09,3.33153081784724e-11,8.05169839757502e-22,1.41260031762446e-25,1e-06,0.025
"3472",46.8,8.51535404560403e-09,3.20339501991484e-11,7.4459249580976e-22,1.30632264450993e-25,1e-06,0.025
"3473",46.9,8.187840428469e-09,3.08018752170154e-11,6.8857890600586e-22,1.20805168058467e-25,1e-06,0.025
"3474",47,7.87292348891596e-09,2.96171877323285e-11,6.36785000441673e-22,1.1171837851605e-25,1e-06,0.025
"3475",47.1,7.57011873934453e-09,2.84780651491597e-11,5.88225447782183e-22,1.03199050228907e-25,1e-06,0.025
"3476",47.2,7.27896032629446e-09,2.73827549714282e-11,5.43301185630409e-22,9.53174805447327e-26,1e-06,0.025
"3477",47.3,6.99900031374625e-09,2.63295721067392e-11,5.02069576758145e-22,8.80837436837663e-26,1e-06,0.025
"3478",47.4,6.72980799398828e-09,2.53168962739304e-11,4.64099154848879e-22,8.14221587660964e-26,1e-06,0.025
"3479",47.5,6.47096922499018e-09,2.43431695103379e-11,4.29067498187146e-22,7.52761571659103e-26,1e-06,0.025
"3480",47.6,6.22208579326116e-09,2.34068937749312e-11,3.9671475003868e-22,6.96001480085482e-26,1e-06,0.025
"3481",47.7,5.98277480121397e-09,2.2506628643636e-11,3.66819774431256e-22,6.43553342766655e-26,1e-06,0.025
"3482",47.8,5.7526680780916e-09,2.16409890932972e-11,3.3918767408462e-22,5.95075226213001e-26,1e-06,0.025
"3483",47.9,5.53141161355082e-09,2.08086433708757e-11,3.13643031084353e-22,5.50259373377651e-26,1e-06,0.025
"3484",48,5.31866501303079e-09,2.00083109445972e-11,2.90026047740368e-22,5.08825432332863e-26,1e-06,0.025
"3485",48.1,5.11410097406916e-09,1.92387605339048e-11,2.6819017356571e-22,4.70516292613084e-26,1e-06,0.025
"3486",48.2,4.91740478275986e-09,1.84988082151811e-11,2.48000508697257e-22,4.35095283956655e-26,1e-06,0.025
"3487",48.3,4.72827382957779e-09,1.77873156003286e-11,2.29332626436546e-22,4.02344110456775e-26,1e-06,0.025
"3488",48.4,4.54641714382575e-09,1.71031880854029e-11,2.1207163393673e-22,3.72061202568842e-26,1e-06,0.025
"3489",48.5,4.37155494598723e-09,1.64453731666079e-11,1.96111378401059e-22,3.44060324429944e-26,1e-06,0.025
"3490",48.6,4.20341821729629e-09,1.5812858821059e-11,1.81353750485496e-22,3.18169351726978e-26,1e-06,0.025
"3491",48.7,4.04174828586266e-09,1.52046719498259e-11,1.6770805890964e-22,2.94229174499768e-26,1e-06,0.025
"3492",48.8,3.8862964287149e-09,1.4619876880857e-11,1.55090461573699e-22,2.72092699082211e-26,1e-06,0.025
"3493",48.9,3.73682348914971e-09,1.40575739294845e-11,1.43423444254116e-22,2.51623933517601e-26,1e-06,0.025
"3494",49,3.59309950879855e-09,1.35168980142948e-11,1.32635340956477e-22,2.32697146058791e-26,1e-06,0.025
"3495",49.1,3.45490337384581e-09,1.29970173262314e-11,1.22520917947933e-22,2.14952318249307e-26,1e-06,0.025
"3496",49.2,3.32202247485291e-09,1.24971320488954e-11,1.13163686144941e-22,1.98535871773879e-26,1e-06,0.025
"3497",49.3,3.19425237966739e-09,1.20164731280551e-11,1.0457559358636e-22,1.83468790132978e-26,1e-06,0.025
"3498",49.4,3.07139651891204e-09,1.15543010884843e-11,9.6666770561353e-23,1.69593438337887e-26,1e-06,0.025
"3499",49.5,2.95326588357032e-09,1.11099048963103e-11,8.93700601561591e-23,1.56791990133638e-26,1e-06,0.025
"3500",49.6,2.83967873420323e-09,1.06826008651149e-11,8.26313370579031e-23,1.44969484719536e-26,1e-06,0.025
"3501",49.7,2.73046032135022e-09,1.02717316041103e-11,7.64045410646722e-23,1.34045112156133e-26,1e-06,0.025
"3502",49.8,2.62544261668382e-09,9.87666500676818e-12,7.06490772069101e-23,1.23947651441355e-26,1e-06,0.025
"3503",49.9,2.52446405450456e-09,9.49679327834862e-12,6.53284078537512e-23,1.14613000152071e-26,1e-06,0.025
"3504",50,2.42736928317831e-09,9.13153200083119e-12,6.04092488960744e-23,1.05982764051479e-26,1e-06,0.025
"3505",50.1,2.33400892613381e-09,8.78031923381052e-12,5.58610754721566e-23,9.80033898449318e-27,1e-06,0.025
"3506",50.2,2.24423935205252e-09,8.44261464997276e-12,5.16557894176764e-23,9.06255817084896e-27,1e-06,0.025
"3507",50.3,2.1579224538974e-09,8.11789870382289e-12,4.77674740138537e-23,8.38038709951713e-27,1e-06,0.025
"3508",50.4,2.07492543644053e-09,7.80567183238403e-12,4.41721983388239e-23,7.74962729761221e-27,1e-06,0.025
"3509",50.5,1.99512061196275e-09,7.50545368663917e-12,4.08478519274682e-23,7.16639967605049e-27,1e-06,0.025
"3510",50.6,1.918385203811e-09,7.21678239253266e-12,3.77739996778033e-23,6.62711907388069e-27,1e-06,0.025
"3511",50.7,1.84460115751121e-09,6.93921384039498e-12,3.49317515892825e-23,6.12847140487368e-27,1e-06,0.025
"3512",50.8,1.77365495914601e-09,6.67232100169708e-12,3.23036442706876e-23,5.66739286904924e-27,1e-06,0.025
"3513",50.9,1.70543746071791e-09,6.4156932720835e-12,2.9873532358134e-23,5.24105090287818e-27,1e-06,0.025
"3514",51,1.63984371222933e-09,6.16893583967344e-12,2.76264886098325e-23,4.84682665176202e-27,1e-06,0.025
"3515",51.1,1.57677280022129e-09,5.93166907765568e-12,2.55197650873322e-23,4.47722132561164e-27,1e-06,0.025
"3516",51.2,1.51612769252133e-09,5.70352796025327e-12,2.3570756199486e-23,4.13528472768287e-27,1e-06,0.025
"3517",51.3,1.45781508896365e-09,5.48416150114166e-12,2.17819505917233e-23,3.8214539212725e-27,1e-06,0.025
"3518",51.4,1.40174527785047e-09,5.27323221346868e-12,2.01346293876343e-23,3.53244554222571e-27,1e-06,0.025
"3519",51.5,1.34783199793391e-09,5.07041559064536e-12,1.86148045376426e-23,3.26580539870501e-27,1e-06,0.025
"3520",51.6,1.29599230570643e-09,4.87539960710498e-12,1.72112023318935e-23,3.01955556123935e-27,1e-06,0.025
"3521",51.7,1.24614644779535e-09,4.68788423826387e-12,1.59142289348066e-23,2.79201284729784e-27,1e-06,0.025
"3522",51.8,1.19821773826544e-09,4.50758099894512e-12,1.47154288588434e-23,2.58169380141265e-27,1e-06,0.025
"3523",51.9,1.15213244064051e-09,4.33421249955526e-12,1.36071917156773e-23,2.38726324031892e-27,1e-06,0.025
"3524",52,1.10781965446266e-09,4.16751201933108e-12,1.25825847899288e-23,2.20750487602147e-27,1e-06,0.025
"3525",52.1,1.0652112062147e-09,4.00722309600001e-12,1.16352500872328e-23,2.04130325204847e-27,1e-06,0.025
"3526",52.2,1.02424154443779e-09,3.85309913122284e-12,1.0759335067716e-23,1.88763159038022e-27,1e-06,0.025
"3527",52.3,9.84847638883054e-10,3.70490301121163e-12,9.94944156272088e-24,1.74554282890164e-27,1e-06,0.025
"3528",52.4,9.46968883541936e-10,3.56240674193937e-12,9.20058502333874e-24,1.61416247169663e-27,1e-06,0.025
"3529",52.5,9.10547003406228e-10,3.42539109837989e-12,8.50816008186358e-24,1.49268254699712e-27,1e-06,0.025
"3530",52.6,8.75525964814178e-10,3.2936452872386e-12,7.86791033038168e-24,1.38035630504587e-27,1e-06,0.025
"3531",52.7,8.41851889244879e-10,3.1669666226552e-12,7.27590118868624e-24,1.27649345798141e-27,1e-06,0.025
"3532",52.8,8.09472970428228e-10,3.04516021437926e-12,6.72849522366887e-24,1.18045584982669e-27,1e-06,0.025
"3533",52.9,7.78339394642968e-10,2.92803866793907e-12,6.22232953287915e-24,1.09165348862479e-27,1e-06,0.025
"3534",53,7.48403264080204e-10,2.81542179634249e-12,5.75429493535755e-24,1.0095408956484e-27,1e-06,0.025
"3535",53.1,7.19618523154148e-10,2.70713634286529e-12,5.31548750382701e-24,9.32556155070967e-28,1e-06,0.025
"3536",53.2,6.91940887648171e-10,2.60301571450467e-12,4.90953030305839e-24,8.61334507493511e-28,1e-06,0.025
"3537",53.3,6.65327776584733e-10,2.50289972568092e-12,4.53694169060671e-24,7.95966988408372e-28,1e-06,0.025
"3538",53.4,6.39738246716044e-10,2.40663435179758e-12,4.19382272957237e-24,7.35769709029826e-28,1e-06,0.025
"3539",53.5,6.15132929534616e-10,2.31407149228108e-12,3.87725986245809e-24,6.80231488082099e-28,1e-06,0.025
"3540",53.6,5.9147397070632e-10,2.22506874273367e-12,3.58490489899503e-24,6.28940344522923e-28,1e-06,0.025
"3541",53.7,5.68724971832959e-10,2.13948917584975e-12,3.31475954832349e-24,5.81545689868822e-28,1e-06,0.025
"3542",53.8,5.4685093445473e-10,2.05720113075847e-12,3.06506262501094e-24,5.3773853659569e-28,1e-06,0.025
"3543",53.9,5.25818206206433e-10,1.9780780104686e-12,2.83422896853355e-24,4.97240780655119e-28,1e-06,0.025
"3544",54,5.05594429044613e-10,1.90199808710387e-12,2.62081457021927e-24,4.59799082581025e-28,1e-06,0.025
"3545",54.1,4.86148489465939e-10,1.82884431462936e-12,2.42349512948798e-24,4.25181105009154e-28,1e-06,0.025
"3546",54.2,4.67450470640293e-10,1.75850414878069e-12,2.24105162639365e-24,3.93172981325478e-28,1e-06,0.025
"3547",54.3,4.49471606384865e-10,1.69086937391896e-12,2.07235968153744e-24,3.63577448865717e-28,1e-06,0.025
"3548",54.4,4.32184236908493e-10,1.62583593654522e-12,1.91638106798353e-24,3.36212359709973e-28,1e-06,0.025
"3549",54.5,4.15561766258137e-10,1.56330378521811e-12,1.77215653808718e-24,3.10909422189691e-28,1e-06,0.025
"3550",54.6,3.99578621402027e-10,1.50317671662859e-12,1.63879952870593e-24,2.87513096510559e-28,1e-06,0.025
"3551",54.7,3.84210212886536e-10,1.44536222759487e-12,1.51549050988341e-24,2.65879603272679e-28,1e-06,0.025
"3552",54.8,3.69432897006258e-10,1.38977137274981e-12,1.40147184414895e-24,2.45876021576628e-28,1e-06,0.025
"3553",54.9,3.55223939429069e-10,1.33631862770191e-12,1.29604307576073e-24,2.27379462560793e-28,1e-06,0.025
"3554",55,3.41561480220235e-10,1.28492175745931e-12,1.19855659638422e-24,2.10276308981693e-28,1e-06,0.025
"3555",55.1,3.28424500211784e-10,1.23550168991475e-12,1.10715781549378e-24,1.94241230880573e-28,1e-06,0.025
"3556",55.2,3.15792788665218e-10,1.18798239419534e-12,1.02260137780525e-24,1.79406541918151e-28,1e-06,0.025
"3557",55.3,3.03646912178133e-10,1.1422907636925e-12,9.44995251524806e-25,1.65791203791255e-28,1e-06,0.025
"3558",55.4,2.91968184786704e-10,1.09835650359046e-12,8.73527330803741e-25,1.53252769956876e-28,1e-06,0.025
"3559",55.5,2.80738639218021e-10,1.05611202272019e-12,8.0759075353035e-25,1.41684766954729e-28,1e-06,0.025
"3560",55.6,2.69940999248132e-10,1.01549232957299e-12,7.46696417394243e-25,1.31001383646641e-28,1e-06,0.025
"3561",55.7,2.59558653123237e-10,9.76434932313549e-13,6.9042810029945e-25,1.21129596291997e-28,1e-06,0.025
"3562",55.8,2.49575628003144e-10,9.38879742638682e-13,6.38418966613358e-25,1.12005046174343e-28,1e-06,0.025
"3563",55.9,2.3997656538767e-10,9.02768983333767e-13,5.90338844763699e-25,1.03569807266921e-28,1e-06,0.025
"3564",56,2.30746697488174e-10,8.68047099384735e-13,5.45886963562744e-25,9.57711117342013e-29,1e-06,0.025
"3565",56.1,2.21871824507888e-10,8.3466067250881e-13,5.04787485707004e-25,8.85605662484013e-29,1e-06,0.025
"3566",56.2,2.13338292796074e-10,8.02558338972548e-13,4.66786502695795e-25,8.18936247366763e-29,1e-06,0.025
"3567",56.3,2.05132973842405e-10,7.71690710570704e-13,4.31649818617665e-25,7.57291995470267e-29,1e-06,0.025
"3568",56.4,1.9724324407926e-10,7.42010298644378e-13,3.99161182175468e-25,7.00293512631332e-29,1e-06,0.025
"3569",56.5,1.89656965460852e-10,7.13471441021545e-13,3.6912079259319e-25,6.47590265740419e-29,1e-06,0.025
"3570",56.6,1.82362466789304e-10,6.86030231767552e-13,3.41343988480424e-25,5.98858282445127e-29,1e-06,0.025
"3571",56.7,1.75348525758969e-10,6.59644453637536e-13,3.15660070725099e-25,5.53798086006305e-29,1e-06,0.025
"3572",56.8,1.68604351691338e-10,6.34273513126818e-13,2.91911231741903e-25,5.12132816751786e-29,1e-06,0.025
"3573",56.9,1.62119568933999e-10,6.09878378019348e-13,2.69951574273236e-25,4.7360651064518e-29,1e-06,0.025
"3574",57,1.55884200898096e-10,5.86421517338156e-13,2.4964620859751e-25,4.37982515414987e-29,1e-06,0.025
"3575",57.1,1.49888654709699e-10,5.63866843605358e-13,2.30608843821898e-25,4.04583204391092e-29,1e-06,0.025
"3576",57.2,1.4412370645161e-10,5.42179657323009e-13,2.12996664176968e-25,3.73684172439767e-29,1e-06,0.025
"3577",57.3,1.3858048697268e-10,5.21326593589233e-13,1.96832158258914e-25,3.45324914701116e-29,1e-06,0.025
"3578",57.4,1.3325046824294e-10,5.01275570767601e-13,1.81946173315183e-25,3.19208730629524e-29,1e-06,0.025
"3579",57.5,1.28125450233575e-10,4.81995741130775e-13,1.68212306615642e-25,2.95113847670607e-29,1e-06,0.025
"3580",57.6,1.23197548301495e-10,4.63457443402461e-13,1.55528683506931e-25,2.72861530623779e-29,1e-06,0.025
"3581",57.7,1.18459181059111e-10,4.45632157124685e-13,1.43808609486067e-25,2.522996790369e-29,1e-06,0.025
"3582",57.8,1.13903058710665e-10,4.28492458780158e-13,1.32975676709413e-25,2.3329424075401e-29,1e-06,0.025
"3583",57.9,1.0952217183716e-10,4.12011979602254e-13,1.22961114055477e-25,2.15724562207138e-29,1e-06,0.025
"3584",58,1.05309780612637e-10,3.96165365007679e-13,1.13702274180801e-25,1.99480733775587e-29,1e-06,0.025
"3585",58.1,1.01259404435212e-10,3.80928235589411e-13,1.05141703196874e-25,1.84461957459088e-29,1e-06,0.025
"3586",58.2,9.73648119569185e-11,3.6627714960993e-13,9.7226514744582e-26,1.70575448667948e-29,1e-06,0.025
"3587",58.3,9.36200114970219e-11,3.52189566937003e-13,8.99079283812015e-26,1.57735626324231e-29,1e-06,0.025
"3588",58.4,9.00192418240449e-11,3.38643814366559e-13,8.31409013305856e-26,1.45863466780035e-29,1e-06,0.025
"3589",58.5,8.65569632923371e-11,3.25619052279294e-13,7.68838172799261e-26,1.34885957828765e-29,1e-06,0.025
"3590",58.6,8.32278493195414e-11,3.13095242579723e-13,7.10982132845843e-26,1.24735619578563e-29,1e-06,0.025
"3591",58.7,8.00267781918538e-11,3.0105311786834e-13,6.5748534589543e-26,1.15350074305465e-29,1e-06,0.025
"3592",58.8,7.69488251844624e-11,2.89474151799464e-13,6.08019116035817e-26,1.06671655172786e-29,1e-06,0.025
"3593",58.9,7.3989254985048e-11,2.78340530579171e-13,5.62279555262648e-26,9.86470476758652e-30,1e-06,0.025
"3594",59,7.11435144086887e-11,2.67635125559455e-13,5.19985703063202e-26,9.12269597391047e-30,1e-06,0.025
"3595",59.1,6.84072253929474e-11,2.57341466886438e-13,4.8033295783031e-26,8.42702491512969e-30,1e-06,0.025
"3596",59.2,6.57761782624222e-11,2.47443718162198e-13,4.43648717092455e-26,7.78343193031962e-30,1e-06,0.025
"3597",59.3,6.32463252523028e-11,2.37926652081036e-13,4.09979822129943e-26,7.19273965994783e-30,1e-06,0.025
"3598",59.4,6.08137742810351e-11,2.28775627002845e-13,3.78973946291201e-26,6.64876815670742e-30,1e-06,0.025
"3599",59.5,5.84747829625097e-11,2.19976564427523e-13,3.50367806537498e-26,6.14689814125511e-30,1e-06,0.025
"3600",59.6,5.62257528485437e-11,2.11515927335738e-13,3.23949209126688e-26,5.68340675517464e-30,1e-06,0.025
"3601",59.7,5.40632238928081e-11,2.03380699362749e-13,2.99537578906719e-26,5.25512591267893e-30,1e-06,0.025
"3602",59.8,5.19838691276785e-11,1.95558364773226e-13,2.76973766709977e-26,4.859263454217e-30,1e-06,0.025
"3603",59.9,4.9984489545824e-11,1.88036889206274e-13,2.56114529824432e-26,4.49330629814685e-30,1e-06,0.025
"3604",60,4.80620091786571e-11,1.80804701161035e-13,2.36829380696814e-26,4.15496514747771e-30,1e-06,0.025
"3605",60.1,4.62134703640742e-11,1.73850674194371e-13,2.1899864917155e-26,3.84214049029037e-30,1e-06,0.025
"3606",60.2,4.44360291962068e-11,1.67164109803267e-13,2.02512178756418e-26,3.55289972522898e-30,1e-06,0.025
"3607",60.3,4.27269511501811e-11,1.60734720965592e-13,1.87268365133225e-26,3.28546029219601e-30,1e-06,0.025
"3608",60.4,4.10836068751571e-11,1.54552616313912e-13,1.73173389133791e-26,3.03817621517779e-30,1e-06,0.025
"3609",60.5,3.95034681491732e-11,1.48608284918003e-13,1.60140568537695e-26,2.80952672989739e-30,1e-06,0.025
"3610",60.6,3.79841039895739e-11,1.42892581652645e-13,1.48089789244954e-26,2.59810630413316e-30,1e-06,0.025
"3611",60.7,3.65231769130367e-11,1.37396713128208e-13,1.36946994595973e-26,2.4026156782311e-30,1e-06,0.025
"3612",60.8,3.51184393394438e-11,1.32112224162353e-13,1.26643720833178e-26,2.22185371515845e-30,1e-06,0.025
"3613",60.9,3.37677301340665e-11,1.2703098477206e-13,1.17116671414427e-26,2.05470993219039e-30,1e-06,0.025
"3614",61,3.24689712827429e-11,1.22145177665966e-13,1.08307325342908e-26,1.90015762939287e-30,1e-06,0.025
"3615",61.1,3.12201646949482e-11,1.17447286217809e-13,1.00048092918817e-26,1.7552569691375e-30,1e-06,0.025
"3616",61.2,3.00193891297687e-11,1.12930082902261e-13,9.24071674602892e-27,1.62120360116114e-30,1e-06,0.025
"3617",61.3,2.88647972401727e-11,1.08586618175735e-13,8.53943054926696e-27,1.4981688724577e-30,1e-06,0.025
"3618",61.4,2.77546127309453e-11,1.04410209784811e-13,7.89361212343283e-27,1.38486556770719e-30,1e-06,0.025
"3619",61.5,2.66871276259187e-11,1.00394432485814e-13,7.2977775712664e-27,1.28033154162837e-30,1e-06,0.025
"3620",61.6,2.56606996403157e-11,9.65331081598257e-14,6.74750712958425e-27,1.18379136359833e-30,1e-06,0.025
"3621",61.7,2.46737496541587e-11,9.28202963078864e-14,6.23903961579489e-27,1.09458515605498e-30,1e-06,0.025
"3622",61.8,2.37247592828535e-11,8.92502849117655e-14,5.76906012708959e-27,1.0121313427528e-30,1e-06,0.025
"3623",61.9,2.28122685412135e-11,8.58175816462412e-14,5.33458507470333e-27,9.35906476317302e-31,1e-06,0.025
"3624",62,2.19348735973287e-11,8.25169054293692e-14,4.93289654585437e-27,8.65433721265219e-31,1e-06,0.025
"3625",62.1,2.10912246128237e-11,7.9343178297741e-14,4.56150194230416e-27,8.00275772264525e-31,1e-06,0.025
"3626",62.2,2.0280023666184e-11,7.62915175942334e-14,4.21810682499936e-27,7.40030089625006e-31,1e-06,0.025
"3627",62.3,1.95000227559532e-11,7.33572284562279e-14,3.90059488730244e-27,6.84325385606803e-31,1e-06,0.025
"3628",62.4,1.8750021880731e-11,7.05357965927448e-14,3.60701197872184e-27,6.32818821438409e-31,1e-06,0.025
"3629",62.5,1.80288671930172e-11,6.78228813393807e-14,3.33555260356905e-27,5.85193638581357e-31,1e-06,0.025
"3630",62.6,1.73354492240613e-11,6.52143089803626e-14,3.08454807290881e-27,5.41157080071894e-31,1e-06,0.025
"3631",62.7,1.6668701176988e-11,6.27060663274475e-14,2.85245586765296e-27,5.00438524357863e-31,1e-06,0.025
"3632",62.8,1.60275972855712e-11,6.02942945457863e-14,2.63784996273533e-27,4.62787787754151e-31,1e-06,0.025
"3633",62.9,1.54111512361317e-11,5.79752832172546e-14,2.43941196052633e-27,4.27973568874847e-31,1e-06,0.025
"3634",63,1.48184146501321e-11,5.57454646321178e-14,2.25592293277389e-27,3.95782017371491e-31,1e-06,0.025
"3635",63.1,1.42484756251279e-11,5.36014083002231e-14,2.08389216961842e-27,3.65600797270756e-31,1e-06,0.025
"3636",63.2,1.37004573318525e-11,5.15398156733823e-14,1.92474006318019e-27,3.37678949316112e-31,1e-06,0.025
"3637",63.3,1.31735166652417e-11,4.95575150706439e-14,1.77866983119983e-27,3.12052163210336e-31,1e-06,0.025
"3638",63.4,1.26668429473466e-11,4.76514567987738e-14,1.64415292823991e-27,2.8845232610368e-31,1e-06,0.025
"3639",63.5,1.21796566801399e-11,4.58187084604314e-14,1.52004711857767e-27,2.66679033674438e-31,1e-06,0.025
"3640",63.6,1.17112083462874e-11,4.40564504427889e-14,1.40543181396119e-27,2.46570772218822e-31,1e-06,0.025
"3641",63.7,1.12607772560445e-11,4.23619715796662e-14,1.29952360126124e-27,2.27990096469749e-31,1e-06,0.025
"3642",63.8,1.08276704385034e-11,4.0732664980505e-14,1.20163202253833e-27,2.10815870466589e-31,1e-06,0.025
"3643",63.9,1.04112215754831e-11,3.91660240197689e-14,1.11113562893872e-27,1.94939065855742e-31,1e-06,0.025
"3644",64,1.00107899764252e-11,3.76596384805956e-14,1.02746830900549e-27,1.80260363029911e-31,1e-06,0.025
"3645",64.1,9.62575959271568e-12,3.62111908467713e-14,9.50110881832659e-28,1.6668867607924e-31,1e-06,0.025
"3646",64.2,9.25553806991813e-12,3.48184527373216e-14,8.78585440901694e-28,1.541401603962e-31,1e-06,0.025
"3647",64.3,8.89955583645897e-12,3.34792814782323e-14,8.12451182724755e-28,1.42537480812145e-31,1e-06,0.025
"3648",64.4,8.55726522736361e-12,3.21916168060279e-14,7.51301079162738e-28,1.31809227766868e-31,1e-06,0.025
"3649",64.5,8.22813964169507e-12,3.09534776981365e-14,6.94759065243495e-28,1.21889423926996e-31,1e-06,0.025
