,parameter,equilibrium,nature,complex_eigenvalues,resilience,reactivity,real_eigen_zero,eigenvalue_1,eigenvalue_2,eigenvalue_3,eigenvalue_4
5200,0.00493,0,unstable,0,NA,NA,0,-56999.949,4.13,-1.18,-1.0024
5201,0.00494,0,unstable,0,NA,NA,0,-56999.949,4.14,-1.18,-1.0024
5202,0.00495,0,unstable,0,NA,NA,0,-56999.949,4.15,-1.18,-1.0024
5203,0.00496,0,unstable,0,NA,NA,0,-56999.949,4.16,-1.18,-1.0024
5204,0.00497,0,unstable,0,NA,NA,0,-56999.949,4.17,-1.18,-1.0024
5205,0.00498,0,unstable,0,NA,NA,0,-56999.949,4.18,-1.18,-1.0024
5206,0.00499,0,unstable,0,NA,NA,0,-56999.949,4.19,-1.18,-1.0024
5207,0.005,0,unstable,0,NA,NA,0,-56999.949,4.2,-1.18,-1.0024
5208,0.00501,0,unstable,0,NA,NA,0,-56999.949,4.21,-1.18,-1.0024
5209,0.00502,0,unstable,0,NA,NA,0,-56999.949,4.22,-1.18,-1.0024
5210,0.00503,0,unstable,0,NA,NA,0,-56999.949,4.23,-1.18,-1.0024
5211,0.00504,0,unstable,0,NA,NA,0,-56999.949,4.24,-1.18,-1.0024
5212,0.00505,0,unstable,0,NA,NA,0,-56999.949,4.25,-1.18,-1.0024
5213,0.00506,0,unstable,0,NA,NA,0,-56999.949,4.26,-1.18,-1.0024
5214,0.00507,0,unstable,0,NA,NA,0,-56999.949,4.27,-1.18,-1.0024
5215,0.00508,0,unstable,0,NA,NA,0,-56999.949,4.28,-1.18,-1.0024
5216,0.00509,0,unstable,0,NA,NA,0,-56999.949,4.29,-1.18,-1.0024
5217,0.0051,0,unstable,0,NA,NA,0,-56999.949,4.3,-1.18,-1.0024
5218,0.00511,0,unstable,0,NA,NA,0,-56999.949,4.31,-1.18,-1.0024
5219,0.00512,0,unstable,0,NA,NA,0,-56999.949,4.32,-1.18,-1.0024
5220,0.00513,0,unstable,0,NA,NA,0,-56999.949,4.33,-1.18,-1.0024
5221,0.00514,0,unstable,0,NA,NA,0,-56999.949,4.34,-1.18,-1.0024
5222,0.00515,0,unstable,0,NA,NA,0,-56999.949,4.35,-1.18,-1.0024
5223,0.00516,0,unstable,0,NA,NA,0,-56999.949,4.36,-1.18,-1.0024
5224,0.00517,0,unstable,0,NA,NA,0,-56999.949,4.37,-1.18,-1.0024
5225,0.00518,0,unstable,0,NA,NA,0,-56999.949,4.38,-1.18,-1.0024
5226,0.00519,0,unstable,0,NA,NA,0,-56999.949,4.39,-1.18,-1.0024
5227,0.0052,0,unstable,0,NA,NA,0,-56999.949,4.4,-1.18,-1.0024
5228,0.00521,0,unstable,0,NA,NA,0,-56999.949,4.41,-1.18,-1.0024
5229,0.00522,0,unstable,0,NA,NA,0,-56999.949,4.42,-1.18,-1.0024
5230,0.00523,0,unstable,0,NA,NA,0,-56999.949,4.43,-1.18,-1.0024
5231,0.00524,0,unstable,0,NA,NA,0,-56999.949,4.44,-1.18,-1.0024
5232,0.00525,0,unstable,0,NA,NA,0,-56999.949,4.45,-1.18,-1.0024
5233,0.00526,0,unstable,0,NA,NA,0,-56999.949,4.46,-1.18,-1.0024
5234,0.00527,0,unstable,0,NA,NA,0,-56999.949,4.47,-1.18,-1.0024
5235,0.00528,0,unstable,0,NA,NA,0,-56999.949,4.48,-1.18,-1.0024
5236,0.00529,0,unstable,0,NA,NA,0,-56999.949,4.49,-1.18,-1.0024
5237,0.0053,0,unstable,0,NA,NA,0,-56999.949,4.5,-1.18,-1.0024
5238,0.00531,0,unstable,0,NA,NA,0,-56999.949,4.51,-1.18,-1.0024
5239,0.00532,0,unstable,0,NA,NA,0,-56999.949,4.52,-1.18,-1.0024
5240,0.00533,0,unstable,0,NA,NA,0,-56999.949,4.53,-1.18,-1.0024
5241,0.00534,0,unstable,0,NA,NA,0,-56999.949,4.54,-1.18,-1.0024
5242,0.00535,0,unstable,0,NA,NA,0,-56999.949,4.55,-1.18,-1.0024
5243,0.00536,0,unstable,0,NA,NA,0,-56999.949,4.56,-1.18,-1.0024
5244,0.00537,0,unstable,0,NA,NA,0,-56999.949,4.57,-1.18,-1.0024
5245,0.00538,0,unstable,0,NA,NA,0,-56999.949,4.58,-1.18,-1.0024
5246,0.00539,0,unstable,0,NA,NA,0,-56999.949,4.59,-1.18,-1.0024
5247,0.0054,0,unstable,0,NA,NA,0,-56999.949,4.6,-1.18,-1.0024
5248,0.00541,0,unstable,0,NA,NA,0,-56999.949,4.61,-1.18,-1.0024
5249,0.00542,0,unstable,0,NA,NA,0,-56999.949,4.62,-1.18,-1.0024
5250,0.00543,0,unstable,0,NA,NA,0,-56999.949,4.63,-1.18,-1.0024
5251,0.00544,0,unstable,0,NA,NA,0,-56999.949,4.64,-1.18,-1.0024
5252,0.00545,0,unstable,0,NA,NA,0,-56999.949,4.65,-1.18,-1.0024
5253,0.00546,0,unstable,0,NA,NA,0,-56999.949,4.66,-1.18,-1.0024
5254,0.00547,0,unstable,0,NA,NA,0,-56999.949,4.67,-1.18,-1.0024
5255,0.00548,0,unstable,0,NA,NA,0,-56999.949,4.68,-1.18,-1.0024
5256,0.00549,0,unstable,0,NA,NA,0,-56999.949,4.69,-1.18,-1.0024
5257,0.0055,0,unstable,0,NA,NA,0,-56999.949,4.7,-1.18,-1.0024
5258,0.00551,0,unstable,0,NA,NA,0,-56999.949,4.71,-1.18,-1.0024
5259,0.00552,0,unstable,0,NA,NA,0,-56999.949,4.72,-1.18,-1.0024
5260,0.00553,0,unstable,0,NA,NA,0,-56999.949,4.73,-1.18,-1.0024
5261,0.00554,0,unstable,0,NA,NA,0,-56999.949,4.74,-1.18,-1.0024
5262,0.00555,0,unstable,0,NA,NA,0,-56999.949,4.75,-1.18,-1.0024
5263,0.00556,0,unstable,0,NA,NA,0,-56999.949,4.76,-1.18,-1.0024
5264,0.00557,0,unstable,0,NA,NA,0,-56999.949,4.77,-1.18,-1.0024
5265,0.00558,0,unstable,0,NA,NA,0,-56999.949,4.78,-1.18,-1.0024
5266,0.00559,0,unstable,0,NA,NA,0,-56999.949,4.79,-1.18,-1.0024
5267,0.0056,0,unstable,0,NA,NA,0,-56999.949,4.8,-1.18,-1.0024
5268,0.00561,0,unstable,0,NA,NA,0,-56999.949,4.81,-1.18,-1.0024
5269,0.00562,0,unstable,0,NA,NA,0,-56999.949,4.82,-1.18,-1.0024
5270,0.00563,0,unstable,0,NA,NA,0,-56999.949,4.83,-1.18,-1.0024
5271,0.00564,0,unstable,0,NA,NA,0,-56999.949,4.84,-1.18,-1.0024
5272,0.00565,0,unstable,0,NA,NA,0,-56999.949,4.85,-1.18,-1.0024
5273,0.00566,0,unstable,0,NA,NA,0,-56999.949,4.86,-1.18,-1.0024
5274,0.00567,0,unstable,0,NA,NA,0,-56999.949,4.87,-1.18,-1.0024
5275,0.00568,0,unstable,0,NA,NA,0,-56999.949,4.88,-1.18,-1.0024
5276,0.00569,0,unstable,0,NA,NA,0,-56999.949,4.89,-1.18,-1.0024
5277,0.0057,0,unstable,0,NA,NA,0,-56999.949,4.9,-1.18,-1.0024
5278,0.00571,0,unstable,0,NA,NA,0,-56999.949,4.91,-1.18,-1.0024
5279,0.00572,0,unstable,0,NA,NA,0,-56999.949,4.92,-1.18,-1.0024
5280,0.00573,0,unstable,0,NA,NA,0,-56999.949,4.93,-1.18,-1.0024
5281,0.00574,0,unstable,0,NA,NA,0,-56999.949,4.94,-1.18,-1.0024
5282,0.00575,0,unstable,0,NA,NA,0,-56999.949,4.95,-1.18,-1.0024
5283,0.00576,0,unstable,0,NA,NA,0,-56999.949,4.96,-1.18,-1.0024
5284,0.00577,0,unstable,0,NA,NA,0,-56999.949,4.97,-1.18,-1.0024
5285,0.00578,0,unstable,0,NA,NA,0,-56999.949,4.98,-1.18,-1.0024
5286,0.00579,0,unstable,0,NA,NA,0,-56999.949,4.99,-1.18,-1.0024
5287,0.0058,0,unstable,0,NA,NA,0,-56999.949,5,-1.18,-1.0024
5288,0.00581,0,unstable,0,NA,NA,0,-56999.949,5.01,-1.18,-1.0024
5289,0.00582,0,unstable,0,NA,NA,0,-56999.949,5.02,-1.18,-1.0024
5290,0.00583,0,unstable,0,NA,NA,0,-56999.949,5.03,-1.18,-1.0024
5291,0.00584,0,unstable,0,NA,NA,0,-56999.949,5.04,-1.18,-1.0024
5292,0.00585,0,unstable,0,NA,NA,0,-56999.949,5.05,-1.18,-1.0024
5293,0.00586,0,unstable,0,NA,NA,0,-56999.949,5.06,-1.18,-1.0024
5294,0.00587,0,unstable,0,NA,NA,0,-56999.949,5.07,-1.18,-1.0024
5295,0.00588,0,unstable,0,NA,NA,0,-56999.949,5.08,-1.18,-1.0024
5296,0.00589,0,unstable,0,NA,NA,0,-56999.949,5.09,-1.18,-1.0024
5297,0.0059,0,unstable,0,NA,NA,0,-56999.949,5.1,-1.18,-1.0024
5298,0.00591,0,unstable,0,NA,NA,0,-56999.949,5.11,-1.18,-1.0024
5299,0.00592,0,unstable,0,NA,NA,0,-56999.949,5.12,-1.18,-1.0024
5300,0.00593,0,unstable,0,NA,NA,0,-56999.949,5.13,-1.18,-1.0024
5301,0.00594,0,unstable,0,NA,NA,0,-56999.949,5.14,-1.18,-1.0024
5302,0.00595,0,unstable,0,NA,NA,0,-56999.949,5.15,-1.18,-1.0024
5303,0.00596,0,unstable,0,NA,NA,0,-56999.949,5.16,-1.18,-1.0024
5304,0.00597,0,unstable,0,NA,NA,0,-56999.949,5.17,-1.18,-1.0024
5305,0.00598,0,unstable,0,NA,NA,0,-56999.949,5.18,-1.18,-1.0024
5306,0.00599,0,unstable,0,NA,NA,0,-56999.949,5.19,-1.18,-1.0024
5307,0.006,0,unstable,0,NA,NA,0,-56999.949,5.2,-1.18,-1.0024
5308,0.00601,0,unstable,0,NA,NA,0,-56999.949,5.21,-1.18,-1.0024
5309,0.00602,0,unstable,0,NA,NA,0,-56999.949,5.22,-1.18,-1.0024
5310,0.00603,0,unstable,0,NA,NA,0,-56999.949,5.23,-1.18,-1.0024
5311,0.00604,0,unstable,0,NA,NA,0,-56999.949,5.24,-1.18,-1.0024
5312,0.00605,0,unstable,0,NA,NA,0,-56999.949,5.25,-1.18,-1.0024
5313,0.00606,0,unstable,0,NA,NA,0,-56999.949,5.26,-1.18,-1.0024
5314,0.00607,0,unstable,0,NA,NA,0,-56999.949,5.27,-1.18,-1.0024
5315,0.00608,0,unstable,0,NA,NA,0,-56999.949,5.28,-1.18,-1.0024
5316,0.00609,0,unstable,0,NA,NA,0,-56999.949,5.29,-1.18,-1.0024
5317,0.0061,0,unstable,0,NA,NA,0,-56999.949,5.3,-1.18,-1.0024
5318,0.00611,0,unstable,0,NA,NA,0,-56999.949,5.31,-1.18,-1.0024
5319,0.00612,0,unstable,0,NA,NA,0,-56999.949,5.32,-1.18,-1.0024
5320,0.00613,0,unstable,0,NA,NA,0,-56999.949,5.33,-1.18,-1.0024
5321,0.00614,0,unstable,0,NA,NA,0,-56999.949,5.34,-1.18,-1.0024
5322,0.00615,0,unstable,0,NA,NA,0,-56999.949,5.35,-1.18,-1.0024
5323,0.00616,0,unstable,0,NA,NA,0,-56999.949,5.36,-1.18,-1.0024
5324,0.00617,0,unstable,0,NA,NA,0,-56999.949,5.37,-1.18,-1.0024
5325,0.00618,0,unstable,0,NA,NA,0,-56999.949,5.38,-1.18,-1.0024
5326,0.00619,0,unstable,0,NA,NA,0,-56999.949,5.39,-1.18,-1.0024
5327,0.0062,0,unstable,0,NA,NA,0,-56999.949,5.4,-1.18,-1.0024
5328,0.00621,0,unstable,0,NA,NA,0,-56999.949,5.41,-1.18,-1.0024
5329,0.00622,0,unstable,0,NA,NA,0,-56999.949,5.42,-1.18,-1.0024
5330,0.00623,0,unstable,0,NA,NA,0,-56999.949,5.43,-1.18,-1.0024
5331,0.00624,0,unstable,0,NA,NA,0,-56999.949,5.44,-1.18,-1.0024
5332,0.00625,0,unstable,0,NA,NA,0,-56999.949,5.45,-1.18,-1.0024
5333,0.00626,0,unstable,0,NA,NA,0,-56999.949,5.46,-1.18,-1.0024
5334,0.00627,0,unstable,0,NA,NA,0,-56999.949,5.47,-1.18,-1.0024
5335,0.00628,0,unstable,0,NA,NA,0,-56999.949,5.48,-1.18,-1.0024
5336,0.00629,0,unstable,0,NA,NA,0,-56999.949,5.49,-1.18,-1.0024
5337,0.0063,0,unstable,0,NA,NA,0,-56999.949,5.5,-1.18,-1.0024
5338,0.00631,0,unstable,0,NA,NA,0,-56999.949,5.51,-1.18,-1.0024
5339,0.00632,0,unstable,0,NA,NA,0,-56999.949,5.52,-1.18,-1.0024
5340,0.00633,0,unstable,0,NA,NA,0,-56999.949,5.53,-1.18,-1.0024
5341,0.00634,0,unstable,0,NA,NA,0,-56999.949,5.54,-1.18,-1.0024
5342,0.00635,0,unstable,0,NA,NA,0,-56999.949,5.55,-1.18,-1.0024
5343,0.00636,0,unstable,0,NA,NA,0,-56999.949,5.56,-1.18,-1.0024
5344,0.00637,0,unstable,0,NA,NA,0,-56999.949,5.57,-1.18,-1.0024
5345,0.00638,0,unstable,0,NA,NA,0,-56999.949,5.58,-1.18,-1.0024
5346,0.00639,0,unstable,0,NA,NA,0,-56999.949,5.59,-1.18,-1.0024
5347,0.0064,0,unstable,0,NA,NA,0,-56999.949,5.6,-1.18,-1.0024
5348,0.00641,0,unstable,0,NA,NA,0,-56999.949,5.61,-1.18,-1.0024
5349,0.00642,0,unstable,0,NA,NA,0,-56999.949,5.62,-1.18,-1.0024
5350,0.00643,0,unstable,0,NA,NA,0,-56999.949,5.63,-1.18,-1.0024
5351,0.00644,0,unstable,0,NA,NA,0,-56999.949,5.64,-1.18,-1.0024
5352,0.00645,0,unstable,0,NA,NA,0,-56999.949,5.65,-1.18,-1.0024
5353,0.00646,0,unstable,0,NA,NA,0,-56999.949,5.66,-1.18,-1.0024
5354,0.00647,0,unstable,0,NA,NA,0,-56999.949,5.67,-1.18,-1.0024
5355,0.00648,0,unstable,0,NA,NA,0,-56999.949,5.68,-1.18,-1.0024
5356,0.00649,0,unstable,0,NA,NA,0,-56999.949,5.69,-1.18,-1.0024
5357,0.0065,0,unstable,0,NA,NA,0,-56999.949,5.7,-1.18,-1.0024
5358,0.00651,0,unstable,0,NA,NA,0,-56999.949,5.71,-1.18,-1.0024
5359,0.00652,0,unstable,0,NA,NA,0,-56999.949,5.72,-1.18,-1.0024
5360,0.00653,0,unstable,0,NA,NA,0,-56999.949,5.73,-1.18,-1.0024
5361,0.00654,0,unstable,0,NA,NA,0,-56999.949,5.74,-1.18,-1.0024
5362,0.00655,0,unstable,0,NA,NA,0,-56999.949,5.75,-1.18,-1.0024
5363,0.00656,0,unstable,0,NA,NA,0,-56999.949,5.76,-1.18,-1.0024
5364,0.00657,0,unstable,0,NA,NA,0,-56999.949,5.77,-1.18,-1.0024
5365,0.00658,0,unstable,0,NA,NA,0,-56999.949,5.78,-1.18,-1.0024
5366,0.00659,0,unstable,0,NA,NA,0,-56999.949,5.79,-1.18,-1.0024
5367,0.0066,0,unstable,0,NA,NA,0,-56999.949,5.8,-1.18,-1.0024
5368,0.00661,0,unstable,0,NA,NA,0,-56999.949,5.81,-1.18,-1.0024
5369,0.00662,0,unstable,0,NA,NA,0,-56999.949,5.82,-1.18,-1.0024
5370,0.00663,0,unstable,0,NA,NA,0,-56999.949,5.83,-1.18,-1.0024
5371,0.00664,0,unstable,0,NA,NA,0,-56999.949,5.84,-1.18,-1.0024
5372,0.00665,0,unstable,0,NA,NA,0,-56999.949,5.85,-1.18,-1.0024
5373,0.00666,0,unstable,0,NA,NA,0,-56999.949,5.86,-1.18,-1.0024
5374,0.00667,0,unstable,0,NA,NA,0,-56999.949,5.87,-1.18,-1.0024
5375,0.00668,0,unstable,0,NA,NA,0,-56999.949,5.88,-1.18,-1.0024
5376,0.00669,0,unstable,0,NA,NA,0,-56999.949,5.89,-1.18,-1.0024
5377,0.0067,0,unstable,0,NA,NA,0,-56999.949,5.9,-1.18,-1.0024
5378,0.00671,0,unstable,0,NA,NA,0,-56999.949,5.91,-1.18,-1.0024
5379,0.00672,0,unstable,0,NA,NA,0,-56999.949,5.92,-1.18,-1.0024
5380,0.00673,0,unstable,0,NA,NA,0,-56999.949,5.93,-1.18,-1.0024
5381,0.00674,0,unstable,0,NA,NA,0,-56999.949,5.94,-1.18,-1.0024
5382,0.00675,0,unstable,0,NA,NA,0,-56999.949,5.95,-1.18,-1.0024
5383,0.00676,0,unstable,0,NA,NA,0,-56999.949,5.96,-1.18,-1.0024
5384,0.00677,0,unstable,0,NA,NA,0,-56999.949,5.97,-1.18,-1.0024
5385,0.00678,0,unstable,0,NA,NA,0,-56999.949,5.98,-1.18,-1.0024
5386,0.00679,0,unstable,0,NA,NA,0,-56999.949,5.99,-1.18,-1.0024
5387,0.0068,0,unstable,0,NA,NA,0,-56999.949,6,-1.18,-1.0024
5388,0.00681,0,unstable,0,NA,NA,0,-56999.949,6.01,-1.18,-1.0024
5389,0.00682,0,unstable,0,NA,NA,0,-56999.949,6.02,-1.18,-1.0024
5390,0.00683,0,unstable,0,NA,NA,0,-56999.949,6.03,-1.18,-1.0024
5391,0.00684,0,unstable,0,NA,NA,0,-56999.949,6.04,-1.18,-1.0024
5392,0.00685,0,unstable,0,NA,NA,0,-56999.949,6.05,-1.18,-1.0024
5393,0.00686,0,unstable,0,NA,NA,0,-56999.949,6.06,-1.18,-1.0024
5394,0.00687,0,unstable,0,NA,NA,0,-56999.949,6.07,-1.18,-1.0024
5395,0.00688,0,unstable,0,NA,NA,0,-56999.949,6.08,-1.18,-1.0024
5396,0.00689,0,unstable,0,NA,NA,0,-56999.949,6.09,-1.18,-1.0024
5397,0.0069,0,unstable,0,NA,NA,0,-56999.949,6.1,-1.18,-1.0024
5398,0.00691,0,unstable,0,NA,NA,0,-56999.949,6.11,-1.18,-1.0024
5399,0.00692,0,unstable,0,NA,NA,0,-56999.949,6.12,-1.18,-1.0024
5400,0.00693,0,unstable,0,NA,NA,0,-56999.949,6.13,-1.18,-1.0024
5401,0.00694,0,unstable,0,NA,NA,0,-56999.949,6.14,-1.18,-1.0024
5402,0.00695,0,unstable,0,NA,NA,0,-56999.949,6.15,-1.18,-1.0024
5403,0.00696,0,unstable,0,NA,NA,0,-56999.949,6.16,-1.18,-1.0024
5404,0.00697,0,unstable,0,NA,NA,0,-56999.949,6.17,-1.18,-1.0024
5405,0.00698,0,unstable,0,NA,NA,0,-56999.949,6.18,-1.18,-1.0024
5406,0.00699,0,unstable,0,NA,NA,0,-56999.949,6.19,-1.18,-1.0024
5407,0.007,0,unstable,0,NA,NA,0,-56999.949,6.2,-1.18,-1.0024
5408,0.00701,0,unstable,0,NA,NA,0,-56999.949,6.21,-1.18,-1.0024
5409,0.00702,0,unstable,0,NA,NA,0,-56999.949,6.22,-1.18,-1.0024
5410,0.00703,0,unstable,0,NA,NA,0,-56999.949,6.23,-1.18,-1.0024
5411,0.00704,0,unstable,0,NA,NA,0,-56999.949,6.24,-1.18,-1.0024
5412,0.00705,0,unstable,0,NA,NA,0,-56999.949,6.25,-1.18,-1.0024
5413,0.00706,0,unstable,0,NA,NA,0,-56999.949,6.26,-1.18,-1.0024
5414,0.00707,0,unstable,0,NA,NA,0,-56999.949,6.27,-1.18,-1.0024
5415,0.00708,0,unstable,0,NA,NA,0,-56999.949,6.28,-1.18,-1.0024
5416,0.00709,0,unstable,0,NA,NA,0,-56999.949,6.29,-1.18,-1.0024
5417,0.0071,0,unstable,0,NA,NA,0,-56999.949,6.3,-1.18,-1.0024
5418,0.00711,0,unstable,0,NA,NA,0,-56999.949,6.31,-1.18,-1.0024
5419,0.00712,0,unstable,0,NA,NA,0,-56999.949,6.32,-1.18,-1.0024
5420,0.00713,0,unstable,0,NA,NA,0,-56999.949,6.33,-1.18,-1.0024
5421,0.00714,0,unstable,0,NA,NA,0,-56999.949,6.34,-1.18,-1.0024
5422,0.00715,0,unstable,0,NA,NA,0,-56999.949,6.35,-1.18,-1.0024
5423,0.00716,0,unstable,0,NA,NA,0,-56999.949,6.36,-1.18,-1.0024
5424,0.00717,0,unstable,0,NA,NA,0,-56999.949,6.37,-1.18,-1.0024
5425,0.00718,0,unstable,0,NA,NA,0,-56999.949,6.38,-1.18,-1.0024
5426,0.00719,0,unstable,0,NA,NA,0,-56999.949,6.39,-1.18,-1.0024
5427,0.0072,0,unstable,0,NA,NA,0,-56999.949,6.4,-1.18,-1.0024
5428,0.00721,0,unstable,0,NA,NA,0,-56999.949,6.41,-1.18,-1.0024
5429,0.00722,0,unstable,0,NA,NA,0,-56999.949,6.42,-1.18,-1.0024
5430,0.00723,0,unstable,0,NA,NA,0,-56999.949,6.43,-1.18,-1.0024
5431,0.00724,0,unstable,0,NA,NA,0,-56999.949,6.44,-1.18,-1.0024
5432,0.00725,0,unstable,0,NA,NA,0,-56999.949,6.45,-1.18,-1.0024
5433,0.00726,0,unstable,0,NA,NA,0,-56999.949,6.46,-1.18,-1.0024
5434,0.00727,0,unstable,0,NA,NA,0,-56999.949,6.47,-1.18,-1.0024
5435,0.00728,0,unstable,0,NA,NA,0,-56999.949,6.48,-1.18,-1.0024
5436,0.00729,0,unstable,0,NA,NA,0,-56999.949,6.49,-1.18,-1.0024
5437,0.0073,0,unstable,0,NA,NA,0,-56999.949,6.5,-1.18,-1.0024
5438,0.00731,0,unstable,0,NA,NA,0,-56999.949,6.51,-1.18,-1.0024
5439,0.00732,0,unstable,0,NA,NA,0,-56999.949,6.52,-1.18,-1.0024
5440,0.00733,0,unstable,0,NA,NA,0,-56999.949,6.53,-1.18,-1.0024
5441,0.00734,0,unstable,0,NA,NA,0,-56999.949,6.54,-1.18,-1.0024
5442,0.00735,0,unstable,0,NA,NA,0,-56999.949,6.55,-1.18,-1.0024
5443,0.00736,0,unstable,0,NA,NA,0,-56999.949,6.56,-1.18,-1.0024
5444,0.00737,0,unstable,0,NA,NA,0,-56999.949,6.57,-1.18,-1.0024
5445,0.00738,0,unstable,0,NA,NA,0,-56999.949,6.58,-1.18,-1.0024
5446,0.00739,0,unstable,0,NA,NA,0,-56999.949,6.59,-1.18,-1.0024
5447,0.0074,0,unstable,0,NA,NA,0,-56999.949,6.6,-1.18,-1.0024
5448,0.00741,0,unstable,0,NA,NA,0,-56999.949,6.61,-1.18,-1.0024
5449,0.00742,0,unstable,0,NA,NA,0,-56999.949,6.62,-1.18,-1.0024
5450,0.00743,0,unstable,0,NA,NA,0,-56999.949,6.63,-1.18,-1.0024
5451,0.00744,0,unstable,0,NA,NA,0,-56999.949,6.64,-1.18,-1.0024
5452,0.00745,0,unstable,0,NA,NA,0,-56999.949,6.65,-1.18,-1.0024
5453,0.00746,0,unstable,0,NA,NA,0,-56999.949,6.66,-1.18,-1.0024
5454,0.00747,0,unstable,0,NA,NA,0,-56999.949,6.67,-1.18,-1.0024
5455,0.00748,0,unstable,0,NA,NA,0,-56999.949,6.68,-1.18,-1.0024
5456,0.00749,0,unstable,0,NA,NA,0,-56999.949,6.69,-1.18,-1.0024
5457,0.0075,0,unstable,0,NA,NA,0,-56999.949,6.7,-1.18,-1.0024
5458,0.00751,0,unstable,0,NA,NA,0,-56999.949,6.71,-1.18,-1.0024
5459,0.00752,0,unstable,0,NA,NA,0,-56999.949,6.72,-1.18,-1.0024
5460,0.00753,0,unstable,0,NA,NA,0,-56999.949,6.73,-1.18,-1.0024
5461,0.00754,0,unstable,0,NA,NA,0,-56999.949,6.74,-1.18,-1.0024
5462,0.00755,0,unstable,0,NA,NA,0,-56999.949,6.75,-1.18,-1.0024
5463,0.00756,0,unstable,0,NA,NA,0,-56999.949,6.76,-1.18,-1.0024
5464,0.00757,0,unstable,0,NA,NA,0,-56999.949,6.77,-1.18,-1.0024
5465,0.00758,0,unstable,0,NA,NA,0,-56999.949,6.78,-1.18,-1.0024
5466,0.00759,0,unstable,0,NA,NA,0,-56999.949,6.79,-1.18,-1.0024
5467,0.0076,0,unstable,0,NA,NA,0,-56999.949,6.8,-1.18,-1.0024
5468,0.00761,0,unstable,0,NA,NA,0,-56999.949,6.81,-1.18,-1.0024
5469,0.00762,0,unstable,0,NA,NA,0,-56999.949,6.82,-1.18,-1.0024
5470,0.00763,0,unstable,0,NA,NA,0,-56999.949,6.83,-1.18,-1.0024
5471,0.00764,0,unstable,0,NA,NA,0,-56999.949,6.84,-1.18,-1.0024
5472,0.00765,0,unstable,0,NA,NA,0,-56999.949,6.85,-1.18,-1.0024
5473,0.00766,0,unstable,0,NA,NA,0,-56999.949,6.86,-1.18,-1.0024
5474,0.00767,0,unstable,0,NA,NA,0,-56999.949,6.87,-1.18,-1.0024
5475,0.00768,0,unstable,0,NA,NA,0,-56999.949,6.88,-1.18,-1.0024
5476,0.00769,0,unstable,0,NA,NA,0,-56999.949,6.89,-1.18,-1.0024
5477,0.0077,0,unstable,0,NA,NA,0,-56999.949,6.9,-1.18,-1.0024
5478,0.00771,0,unstable,0,NA,NA,0,-56999.949,6.91,-1.18,-1.0024
5479,0.00772,0,unstable,0,NA,NA,0,-56999.949,6.92,-1.18,-1.0024
5480,0.00773,0,unstable,0,NA,NA,0,-56999.949,6.93,-1.18,-1.0024
5481,0.00774,0,unstable,0,NA,NA,0,-56999.949,6.94,-1.18,-1.0024
5482,0.00775,0,unstable,0,NA,NA,0,-56999.949,6.95,-1.18,-1.0024
5483,0.00776,0,unstable,0,NA,NA,0,-56999.949,6.96,-1.18,-1.0024
5484,0.00777,0,unstable,0,NA,NA,0,-56999.949,6.97,-1.18,-1.0024
5485,0.00778,0,unstable,0,NA,NA,0,-56999.949,6.98,-1.18,-1.0024
5486,0.00779,0,unstable,0,NA,NA,0,-56999.949,6.99,-1.18,-1.0024
5487,0.0078,0,unstable,0,NA,NA,0,-56999.949,7,-1.18,-1.0024
5488,0.00781,0,unstable,0,NA,NA,0,-56999.949,7.01,-1.18,-1.0024
5489,0.00782,0,unstable,0,NA,NA,0,-56999.949,7.02,-1.18,-1.0024
5490,0.00783,0,unstable,0,NA,NA,0,-56999.949,7.03,-1.18,-1.0024
5491,0.00784,0,unstable,0,NA,NA,0,-56999.949,7.04,-1.18,-1.0024
5492,0.00785,0,unstable,0,NA,NA,0,-56999.949,7.05,-1.18,-1.0024
5493,0.00786,0,unstable,0,NA,NA,0,-56999.949,7.06,-1.18,-1.0024
5494,0.00787,0,unstable,0,NA,NA,0,-56999.949,7.07,-1.18,-1.0024
5495,0.00788,0,unstable,0,NA,NA,0,-56999.949,7.08,-1.18,-1.0024
5496,0.00789,0,unstable,0,NA,NA,0,-56999.949,7.09,-1.18,-1.0024
5497,0.0079,0,unstable,0,NA,NA,0,-56999.949,7.1,-1.18,-1.0024
5498,0.00791,0,unstable,0,NA,NA,0,-56999.949,7.11,-1.18,-1.0024
5499,0.00792,0,unstable,0,NA,NA,0,-56999.949,7.12,-1.18,-1.0024
5500,0.00793,0,unstable,0,NA,NA,0,-56999.949,7.13,-1.18,-1.0024
5501,0.00794,0,unstable,0,NA,NA,0,-56999.949,7.14,-1.18,-1.0024
5502,0.00795,0,unstable,0,NA,NA,0,-56999.949,7.15,-1.18,-1.0024
5503,0.00796,0,unstable,0,NA,NA,0,-56999.949,7.16,-1.18,-1.0024
5504,0.00797,0,unstable,0,NA,NA,0,-56999.949,7.17,-1.18,-1.0024
5505,0.00798,0,unstable,0,NA,NA,0,-56999.949,7.18,-1.18,-1.0024
5506,0.00799,0,unstable,0,NA,NA,0,-56999.949,7.19,-1.18,-1.0024
5507,0.008,0,unstable,0,NA,NA,0,-56999.949,7.2,-1.18,-1.0024
5508,0.00801,0,unstable,0,NA,NA,0,-56999.949,7.21,-1.18,-1.0024
